Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ADAM10","ADAM Metallopeptidase Domain 10","Protein Coding","O14672","66","GC15M058588","6.909996509552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM10"
"ERRFI1","ERBB Receptor Feedback Inhibitor 1","Protein Coding","Q9UJM3","49","GC01M008004","6.90880155563354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERRFI1"
"TBP","TATA-Box Binding Protein","Protein Coding","P20226","62","GC06P170554","6.90478324890137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBP"
"LINC01089","Long Intergenic Non-Protein Coding RNA 1089","RNA Gene","","24","GC12M124289","6.90113544464111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01089"
"ERLNC1","Estrogen Receptor Responsive LncRNA 1","RNA Gene","","19","GC01P204141","6.89926528930664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERLNC1"
"FAM30A","Family With Sequence Similarity 30 Member A","RNA Gene","Q9NZY2","27","GC14P118164","6.89711856842041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM30A"
"PHGDH","Phosphoglycerate Dehydrogenase","Protein Coding","O43175","63","GC01P119674","6.89440774917603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHGDH"
"LINC00963","Long Intergenic Non-Protein Coding RNA 963","RNA Gene","","24","GC09P146693","6.88942193984985","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00963"
"IL12A","Interleukin 12A","Protein Coding","P29459","56","GC03P159988","6.88904142379761","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12A"
"ATG5","Autophagy Related 5","Protein Coding","Q9H1Y0","58","GC06M106045","6.88747406005859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG5"
"LINC-PINT","Long Intergenic Non-Protein Coding RNA, P53 Induced Transcript","RNA Gene","A0A455ZAR2","25","GC07M130795","6.88380432128906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC-PINT"
"PLEK","Pleckstrin","Protein Coding","P08567","52","GC02P068365","6.87640619277954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEK"
"LATS2","Large Tumor Suppressor Kinase 2","Protein Coding","Q9NRM7","58","GC13M020973","6.87603712081909","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS2"
"MIR449A","MicroRNA 449a","RNA Gene","","29","GC05M055171","6.87520503997803","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449A"
"FCGR3B","Fc Gamma Receptor IIIb","Protein Coding","O75015","55","GC01M161623","6.86930751800537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3B"
"RPS6KB2","Ribosomal Protein S6 Kinase B2","Protein Coding","Q9UBS0","58","GC11P067428","6.86864471435547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB2"
"BHLHE40","Basic Helix-Loop-Helix Family Member E40","Protein Coding","O14503","53","GC03P005036","6.86734867095947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE40"
"PPP2R2A","Protein Phosphatase 2 Regulatory Subunit Balpha","Protein Coding","P63151","58","GC08P026292","6.86447715759277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2A"
"TFEB","Transcription Factor EB","Protein Coding","P19484","55","GC06M100519","6.86090183258057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFEB"
"PFKFB2","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 2","Protein Coding","O60825","52","GC01P207034","6.85768508911133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB2"
"BBC3","BCL2 Binding Component 3","Protein Coding","Q96PG8","53","GC19M047220","6.85018301010132","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBC3"
"RPS27A","Ribosomal Protein S27a","Protein Coding","P62979","55","GC02P055231","6.84999465942383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27A"
"PLCB4","Phospholipase C Beta 4","Protein Coding","Q15147","57","GC20P009067","6.84949731826782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB4"
"CLCNKB","Chloride Voltage-Gated Channel Kb","Protein Coding","P51801","54","GC01P060597","6.83588838577271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCNKB"
"DMBT1","Deleted In Malignant Brain Tumors 1","Protein Coding","Q9UGM3","52","GC10P122560","6.83429956436157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMBT1"
"DMRT1","Doublesex And Mab-3 Related Transcription Factor 1","Protein Coding","Q9Y5R6","52","GC09P000831","6.83077049255371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMRT1"
"TERF2","Telomeric Repeat Binding Factor 2","Protein Coding","Q15554","55","GC16M069355","6.83017826080322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2"
"TIGIT","T Cell Immunoreceptor With Ig And ITIM Domains","Protein Coding","Q495A1","52","GC03P114276","6.8245210647583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGIT"
"ACACA","Acetyl-CoA Carboxylase Alpha","Protein Coding","Q13085","62","GC17M037084","6.82119417190552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA"
"CYP11B2","Cytochrome P450 Family 11 Subfamily B Member 2","Protein Coding","P19099","59","GC08M142910","6.82053661346436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B2"
"ADAMTSL1","ADAMTS Like 1","Protein Coding","Q8N6G6","52","GC09P017906","6.81950950622559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL1"
"EIF2AK2","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 2","Protein Coding","P19525","62","GC02M037099","6.81779909133911","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK2"
"WFS1","Wolframin ER Transmembrane Glycoprotein","Protein Coding","O76024","58","GC04P006269","6.81185674667358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFS1"
"TNK2","Tyrosine Kinase Non Receptor 2","Protein Coding","Q07912","59","GC03M195863","6.81086730957031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNK2"
"E2F3","E2F Transcription Factor 3","Protein Coding","O00716","55","GC06P020419","6.8094744682312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F3"
"RPS6KA1","Ribosomal Protein S6 Kinase A1","Protein Coding","Q15418","63","GC01P061230","6.8078784942627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA1"
"FGF9","Fibroblast Growth Factor 9","Protein Coding","P31371","56","GC13P021671","6.80334806442261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF9"
"FGF5","Fibroblast Growth Factor 5","Protein Coding","P12034","56","GC04P080266","6.80292987823486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF5"
"AFDN","Afadin, Adherens Junction Formation Factor","Protein Coding","P55196","55","GC06P171702","6.80068874359131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFDN"
"BIN1","Bridging Integrator 1","Protein Coding","O00499","59","GC02M127048","6.80054044723511","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIN1"
"RPS27","Ribosomal Protein S27","Protein Coding","P42677","55","GC01P170386","6.79641199111938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27"
"XDH","Xanthine Dehydrogenase","Protein Coding","P47989","60","GC02M031334","6.79532432556152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH"
"PRKG1","Protein Kinase CGMP-Dependent 1","Protein Coding","Q13976","63","GC10P051005","6.79476356506348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKG1"
"PRMT1","Protein Arginine Methyltransferase 1","Protein Coding","Q99873","61","GC19P049675","6.79432201385498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT1"
"EYA1","EYA Transcriptional Coactivator And Phosphatase 1","Protein Coding","Q99502","56","GC08M071210","6.79386711120605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYA1"
"MIR520C","MicroRNA 520c","RNA Gene","","24","GC19P133642","6.79370975494385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520C"
"AKAP9","A-Kinase Anchoring Protein 9","Protein Coding","Q99996","53","GC07P091940","6.79146099090576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP9"
"CAST","Calpastatin","Protein Coding","P20810","61","GC05P095975","6.79043197631836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAST"
"HACE1","HECT Domain And Ankyrin Repeat Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","Q8IYU2","54","GC06M104728","6.78950119018555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HACE1"
"SOX17","SRY-Box Transcription Factor 17","Protein Coding","Q9H6I2","55","GC08P054457","6.78815317153931","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX17"
"KAT2A","Lysine Acetyltransferase 2A","Protein Coding","Q92830","62","GC17M042113","6.7880163192749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2A"
"ACTN4","Actinin Alpha 4","Protein Coding","O43707","59","GC19P038647","6.78726625442505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN4"
"PTGER4","Prostaglandin E Receptor 4","Protein Coding","P35408","58","GC05P040679","6.78392887115479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4"
"CRLF2","Cytokine Receptor Like Factor 2","Protein Coding","Q9HC73","51","GC0XM001190","6.78341388702393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRLF2"
"SMPD1","Sphingomyelin Phosphodiesterase 1","Protein Coding","P17405","61","GC11P006390","6.78177499771118","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD1"
"MICB","MHC Class I Polypeptide-Related Sequence B","Protein Coding","Q29980","52","GC06P156239","6.78131294250488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICB"
"FCGR3A","Fc Gamma Receptor IIIa","Protein Coding","P08637","59","GC01M161541","6.7811427116394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A"
"SEMA3D","Semaphorin 3D","Protein Coding","O95025","50","GC07M084995","6.78072643280029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3D"
"CIB1","Calcium And Integrin Binding 1","Protein Coding","Q99828","54","GC15M090229","6.77978420257568","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB1"
"UBE2I","Ubiquitin Conjugating Enzyme E2 I","Protein Coding","P63279","59","GC16P104002","6.77606582641602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2I"
"MIR365A","MicroRNA 365a","RNA Gene","","27","GC16P014309","6.77473974227905","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR365A"
"PDE4A","Phosphodiesterase 4A","Protein Coding","P27815","56","GC19P010416","6.77048683166504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4A"
"YWHAE","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon","Protein Coding","P62258","62","GC17M087979","6.76940727233887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAE"
"PWRN1","Prader-Willi Region Non-Protein Coding RNA 1","RNA Gene","","27","GC15P183223","6.7656307220459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWRN1"
"LPA","Lipoprotein(A)","Protein Coding","P08519","54","GC06M160531","6.76484298706055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA"
"KDM3A","Lysine Demethylase 3A","Protein Coding","Q9Y4C1","54","GC02P086911","6.76179456710815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM3A"
"RBX1","Ring-Box 1","Protein Coding","P62877","56","GC22P040951","6.75857257843018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1"
"EPHA7","EPH Receptor A7","Protein Coding","Q15375","58","GC06M093240","6.75643062591553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA7"
"GOT2","Glutamic-Oxaloacetic Transaminase 2","Protein Coding","P00505","60","GC16M058707","6.75554323196411","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOT2"
"POU2F1","POU Class 2 Homeobox 1","Protein Coding","P14859","55","GC01P170983","6.75371837615967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU2F1"
"IMPDH2","Inosine Monophosphate Dehydrogenase 2","Protein Coding","P12268","61","GC03M054250","6.75138711929321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH2"
"ISL1","ISL LIM Homeobox 1","Protein Coding","P61371","56","GC05P051383","6.74683570861816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISL1"
"MAPK7","Mitogen-Activated Protein Kinase 7","Protein Coding","Q13164","60","GC17P133054","6.74249649047852","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK7"
"MIR490","MicroRNA 490","RNA Gene","","26","GC07P136903","6.7424144744873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR490"
"IAPP","Islet Amyloid Polypeptide","Protein Coding","P10997","52","GC12P021354","6.7363977432251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IAPP"
"IRAK1","Interleukin 1 Receptor Associated Kinase 1","Protein Coding","P51617","61","GC0XM154010","6.73455715179443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK1"
"PSEN1","Presenilin 1","Protein Coding","P49768","66","GC14P073136","6.73313331604004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN1"
"ATF6","Activating Transcription Factor 6","Protein Coding","P18850","61","GC01P161766","6.7284107208252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6"
"IL13RA2","Interleukin 13 Receptor Subunit Alpha 2","Protein Coding","Q14627","50","GC0XM115003","6.72790002822876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13RA2"
"SIRT7","Sirtuin 7","Protein Coding","Q9NRC8","55","GC17M081911","6.72763824462891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT7"
"LOC129933695","ATAC-STARR-Seq Lymphoblastoid Active Region 15732","Functional Element","","5","GC02P047462","6.72699069976807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129933695"
"AP3B1","Adaptor Related Protein Complex 3 Subunit Beta 1","Protein Coding","O00203","57","GC05M078000","6.72496128082275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP3B1"
"LINC00460","Long Intergenic Non-Protein Coding RNA 460","RNA Gene","","25","GC13P106376","6.72426605224609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00460"
"USP16","Ubiquitin Specific Peptidase 16","Protein Coding","Q9Y5T5","52","GC21P029024","6.72376823425293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP16"
"PIN1","Peptidylprolyl Cis/Trans Isomerase, NIMA-Interacting 1","Protein Coding","Q13526","60","GC19P009835","6.72186183929443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIN1"
"TPX2","TPX2 Microtubule Nucleation Factor","Protein Coding","Q9ULW0","54","GC20P031739","6.71941184997559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPX2"
"ELOC","Elongin C","Protein Coding","Q15369","54","GC08M073939","6.71587753295898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOC"
"TMEM67","Transmembrane Protein 67","Protein Coding","Q5HYA8","52","GC08P093754","6.71494579315186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM67"
"PTPN2","Protein Tyrosine Phosphatase Non-Receptor Type 2","Protein Coding","P17706","59","GC18M036022","6.71481084823608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN2"
"GNAI2","G Protein Subunit Alpha I2","Protein Coding","P04899","59","GC03P050226","6.71266269683838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI2"
"PGM3","Phosphoglucomutase 3","Protein Coding","O95394","55","GC06M101016","6.71073722839355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM3"
"RPS24","Ribosomal Protein S24","Protein Coding","P62847","55","GC10P078033","6.71017408370972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS24"
"TYRP1","Tyrosinase Related Protein 1","Protein Coding","P17643","58","GC09P012683","6.70356225967407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYRP1"
"CXCL13","C-X-C Motif Chemokine Ligand 13","Protein Coding","O43927","52","GC04P077511","6.70325803756714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL13"
"MX1","MX Dynamin Like GTPase 1","Protein Coding","P20591","52","GC21P041420","6.69652557373047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MX1"
"MIR188","MicroRNA 188","RNA Gene","","26","GC0XP050003","6.69553089141846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR188"
"E2F2","E2F Transcription Factor 2","Protein Coding","Q14209","54","GC01M032034","6.69359350204468","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F2"
"CD1C","CD1c Molecule","Protein Coding","P29017","50","GC01P158289","6.69173622131348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD1C"
"VTCN1","V-Set Domain Containing T Cell Activation Inhibitor 1","Protein Coding","Q7Z7D3","52","GC01M117143","6.69028759002686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTCN1"
"PRKACG","Protein Kinase CAMP-Activated Catalytic Subunit Gamma","Protein Coding","P22612","58","GC09M071422","6.69027328491211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACG"
"CFH","Complement Factor H","Protein Coding","P08603","59","GC01P196621","6.69004821777344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFH"
"POU5F1B","POU Class 5 Homeobox 1B","Protein Coding","Q06416","44","GC08P127322","6.68930339813232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1B"
"CXCR5","C-X-C Motif Chemokine Receptor 5","Protein Coding","P32302","54","GC11P123529","6.68723106384277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR5"
"RPL26","Ribosomal Protein L26","Protein Coding","P61254","55","GC17M008377","6.6868200302124","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL26"
"ADH1B","Alcohol Dehydrogenase 1B (Class I), Beta Polypeptide","Protein Coding","P00325","57","GC04M099304","6.68665266036987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1B"
"MIR19B1","MicroRNA 19b-1","RNA Gene","","26","GC13P091714","6.68596172332764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19B1"
"ITGA1","Integrin Subunit Alpha 1","Protein Coding","P56199","58","GC05P052788","6.68539190292358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA1"
"MBIP","MAP3K12 Binding Inhibitory Protein 1","Protein Coding","Q9NS73","45","GC14M036298","6.68536376953125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBIP"
"IHH","Indian Hedgehog Signaling Molecule","Protein Coding","Q14623","59","GC02M219054","6.68502187728882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IHH"
"VPS9D1-AS1","VPS9D1 Antisense RNA 1","RNA Gene","","21","GC16P089711","6.68445777893066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS9D1-AS1"
"ARNT2","Aryl Hydrocarbon Receptor Nuclear Translocator 2","Protein Coding","Q9HBZ2","56","GC15P080404","6.68172121047974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT2"
"DHX15","DEAH-Box Helicase 15","Protein Coding","O43143","51","GC04M024519","6.68146228790283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX15"
"ABO","ABO, Alpha 1-3-N-Acetylgalactosaminyltransferase And Alpha 1-3-Galactosyltransferase","Protein Coding","P16442","49","GC09M133250","6.68144512176514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABO"
"UPF3B","UPF3B Regulator Of Nonsense Mediated MRNA Decay","Protein Coding","Q9BZI7","52","GC0XM119805","6.68055438995361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF3B"
"MAGED1","MAGE Family Member D1","Protein Coding","Q9Y5V3","53","GC0XP051803","6.68003702163696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGED1"
"LGALS4","Galectin 4","Protein Coding","P56470","51","GC19M100947","6.6754322052002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS4"
