drugbank_id,name,target_name,polypeptide_id,gene_name
DB00590,Doxazosin,Alpha-1A adrenergic receptor|Alpha-1D adrenergic receptor|HERG human cardiac K+ channel|Alpha-1B adrenergic receptor|,P35348|P25100|Q12809|Q9H252|Q9NS40|P35368|,ADRA1A|ADRA1D|KCNH2|KCNH6|KCNH7|ADRA1B|
DB00591,Fluocinolone acetonide,Glucocorticoid receptor|Annexin A1|Annexin A2|Annexin A3|Annexin A4|Annexin A5|,P04150|P04083|P07355|P12429|P09525|P08758|,NR3C1|ANXA1|ANXA2|ANXA3|ANXA4|ANXA5|
DB00592,Piperazine,Gamma-aminobutyric acid receptor subunit beta-3|,P28472|,GABRB3|
DB00593,Ethosuximide,Voltage-dependent T-type calcium channel subunit alpha-1G|,O43497|,CACNA1G|
DB00594,Amiloride,Amiloride-sensitive sodium channel subunit alpha|Amiloride-sensitive sodium channel subunit beta|Amiloride-sensitive sodium channel subunit gamma|Amiloride-sensitive sodium channel subunit delta|Amiloride-sensitive amine oxidase [copper-containing]|Acid-sensing ion channel 2|Acid-sensing ion channel 1|Sodium/hydrogen exchanger 1|Urokinase-type plasminogen activator|,P37088|P51168|P51170|P51172|P19801|Q16515|P78348|P19634|P00749|,SCNN1A|SCNN1B|SCNN1G|SCNN1D|AOC1|ASIC2|ASIC1|SLC9A1|PLAU|
DB00595,Oxytetracycline,,,
DB00596,Ulobetasol,Glucocorticoid receptor|,P04150|,NR3C1|
DB00597,Gadoteridol,,,
DB00598,Labetalol,Beta-1 adrenergic receptor|Beta-2 adrenergic receptor|Alpha-1 adrenergic receptors|,P08588|P07550|P35348|P35368|P25100|,ADRB1|ADRB2|ADRA1A|ADRA1B|ADRA1D|
DB00599,Thiopental,"Gamma-aminobutyric acid receptor subunit alpha-1|Gamma-aminobutyric acid receptor subunit alpha-2|Gamma-aminobutyric acid receptor subunit alpha-3|Gamma-aminobutyric acid receptor subunit alpha-4|Gamma-aminobutyric acid receptor subunit alpha-5|Gamma-aminobutyric acid receptor subunit alpha-6|Neuronal acetylcholine receptor subunit alpha-4|Neuronal acetylcholine receptor subunit alpha-7|Glutamate receptor 2|Glutamate receptor ionotropic, kainate 2|Fatty-acid amide hydrolase 1|Muscarinic acetylcholine receptor M3|",P14867|P47869|P34903|P48169|P31644|Q16445|P43681|P36544|P42262|Q13002|O00519|P20309|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|CHRNA4|CHRNA7|GRIA2|GRIK2|FAAH|CHRM3|
DB00600,Monobenzone,Tyrosinase|,P14679|,TYR|
DB00601,Linezolid,,,
DB00602,Ivermectin,Glycine receptor subunit alpha-3|Gamma-aminobutyric acid receptor subunit beta-3|,O75311|P28472|,GLRA3|GABRB3|
DB00603,Medroxyprogesterone acetate,Progesterone receptor|Estrogen receptor alpha|P-glycoprotein 1|GABA(A) Receptor|,P06401|P03372|P08183|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|,PGR|ESR1|ABCB1|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|
DB00604,Cisapride,5-hydroxytryptamine receptor 4|5-hydroxytryptamine receptor 3A|5-hydroxytryptamine receptor 2A|Potassium voltage-gated channel subfamily H member 2|,Q13639|P46098|P28223|Q12809|,HTR4|HTR3A|HTR2A|KCNH2|
DB00605,Sulindac,Prostaglandin G/H synthase 2|Prostaglandin G/H synthase 1|Aldose reductase|Mitogen-activated protein kinase 3|Peroxisome proliferator-activated receptor delta|Prostaglandin D2 receptor 2|Aldo-keto reductase family 1 member B10|,P35354|P23219|P15121|P27361|Q03181|Q9Y5Y4|O60218|,PTGS2|PTGS1|AKR1B1|MAPK3|PPARD|PTGDR2|AKR1B10|
DB00606,Cyclothiazide,Sodium/potassium-transporting ATPase subunit gamma|Carbonic anhydrase 1|Carbonic anhydrase 2|Secreted frizzled-related protein 4|Carbonic anhydrase|,P54710|P00915|P00918|Q6FHJ7|P00915|Q8N1Q1|Q9ULX7|P00918|P07451|P22748|P35218|Q9Y2D0|P23280|P43166|Q16790|,FXYD2|CA1|CA2|SFRP4|CA1|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9|
DB00607,Nafcillin,,,
DB00608,Chloroquine,Glutathione S-transferase A2|Tumor necrosis factor|Toll-like receptor 9|High mobility group protein B1|Glutathione S-transferase Mu 1|Angiotensin-converting enzyme 2|,P09210|P01375|Q9NR96|P09429|P09488|Q9BYF1|,GSTA2|TNF|TLR9|HMGB1|GSTM1|ACE2|
DB00609,Ethionamide,,,
DB00610,Metaraminol,Alpha-1A adrenergic receptor|,P35348|,ADRA1A|
DB00611,Butorphanol,Kappa-type opioid receptor|Delta-type opioid receptor|Mu-type opioid receptor|,P41145|P41143|P35372|,OPRK1|OPRD1|OPRM1|
DB00612,Bisoprolol,Beta-1 adrenergic receptor|Beta-2 adrenergic receptor|,P08588|P07550|,ADRB1|ADRB2|
DB00613,Amodiaquine,Histamine N-methyltransferase|,P50135|,HNMT|
DB00614,Furazolidone,DNA|,,
DB00615,Rifabutin,Heat shock protein HSP 90-alpha|Endoplasmin|,P07900|P14625|,HSP90AA1|HSP90B1|
DB00616,Candoxatril,Neprilysin|Angiotensin-converting enzyme|,P08473|P12821|,MME|ACE|
DB00617,Paramethadione,Voltage-dependent T-type calcium channel subunit alpha-1I|,Q9P0X4|,CACNA1I|
DB00618,Demeclocycline,Vasopressin V2 receptor|,P30518|,AVPR2|
DB00619,Imatinib,Breakpoint cluster region protein|Mast/stem cell growth factor receptor Kit|RET proto-oncogene|High affinity nerve growth factor receptor|Macrophage colony-stimulating factor 1 receptor|Platelet-derived growth factor receptor alpha|Epithelial discoidin domain-containing receptor 1|Tyrosine-protein kinase ABL1|Platelet-derived growth factor receptor beta|,P11274|P10721|P04629|P07333|P16234|Q08345|P00519|P09619|,BCR|KIT|NTRK1|CSF1R|PDGFRA|DDR1|ABL1|PDGFRB|
DB00620,Triamcinolone,Glucocorticoid receptor|,P04150|,NR3C1|
DB00621,Oxandrolone,Androgen receptor|,P10275|,AR|
DB00622,Nicardipine,"Voltage-dependent L-type calcium channel subunit alpha-1C|Voltage-dependent L-type calcium channel subunit beta-2|Voltage-dependent calcium channel subunit alpha-2/delta-1|Voltage-dependent L-type calcium channel subunit alpha-1D|Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A|Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B|Alpha-1A adrenergic receptor|Alpha-1B adrenergic receptor|Alpha-1D adrenergic receptor|Muscarinic acetylcholine receptor M1|Muscarinic acetylcholine receptor M2|Muscarinic acetylcholine receptor M3|Muscarinic acetylcholine receptor M4|Muscarinic acetylcholine receptor M5|Calmodulin|",Q13936|Q08289|P54289|Q01668|P54750|Q01064|P35348|P35368|P25100|P11229|P08172|P20309|P08173|P08912|P0DP23|,CACNA1C|CACNB2|CACNA2D1|CACNA1D|PDE1A|PDE1B|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CALM1|
DB00623,Fluphenazine,Dopamine D2 receptor|Dopamine D1 receptor|Calmodulin|Androgen receptor|5-hydroxytryptamine receptor 2A|5-hydroxytryptamine receptor 2C|,P14416|P21728|P0DP23|P10275|P28223|P28335|,DRD2|DRD1|CALM1|AR|HTR2A|HTR2C|
DB00624,Testosterone,Androgen receptor|Estrogen receptor alpha|Mineralocorticoid receptor|,P10275|P03372|P08235|,AR|ESR1|NR3C2|
DB00625,Efavirenz,,,
DB00626,Bacitracin,Insulin-degrading enzyme|Alpha-2-macroglobulin|,P14735|P01023|,IDE|A2M|
DB00627,Niacin,Hydroxycarboxylic acid receptor 3|Hydroxycarboxylic acid receptor 2|Nicotinate-nucleotide pyrophosphorylase [carboxylating]|Nicotinamide N-methyltransferase|,P49019|Q8TDS4|Q15274|P40261|,HCAR3|HCAR2|QPRT|NNMT|
DB00628,Clorazepic acid,GABA(A) Receptor|GABA(A) Receptor Benzodiazepine Binding Site|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRA1|GABRA2|GABRA3|GABRA5|GABRG1|GABRG2|GABRG3|
DB00629,Guanabenz,Alpha-2A adrenergic receptor|Alpha-2B adrenergic receptor|,P08913|P18089|,ADRA2A|ADRA2B|
DB00630,Alendronic acid,Farnesyl pyrophosphate synthase|Hydroxylapatite|Tyrosine-protein phosphatase non-receptor type 4|Receptor-type tyrosine-protein phosphatase S|Receptor-type tyrosine-protein phosphatase epsilon|V-type proton ATPase catalytic subunit A|,P14324|P29074|Q13332|P23469|P38606|,FDPS|PTPN4|PTPRS|PTPRE|ATP6V1A|
DB00631,Clofarabine,DNA polymerase alpha catalytic subunit|Ribonucleoside-diphosphate reductase large subunit|DNA|,P09884|P23921|,POLA1|RRM1|
DB00632,Docosanol,,,
DB00633,Dexmedetomidine,Alpha-2A adrenergic receptor|,P08913|,ADRA2A|
DB00634,Sulfacetamide,,,
DB00635,Prednisone,Glucocorticoid receptor|,P04150|,NR3C1|
DB00636,Clofibrate,Peroxisome proliferator-activated receptor alpha|,Q07869|,PPARA|
DB00637,Astemizole,Histamine H1 receptor|Potassium voltage-gated channel subfamily H member 2|Potassium voltage-gated channel subfamily H member 1|Microtubule-associated protein tau|,P35367|Q12809|O95259|P10636|,HRH1|KCNH2|KCNH1|MAPT|
DB00638,Inulin,,,
DB00639,Butoconazole,,,
DB00640,Adenosine,Adenosine receptor A2a|Adenosine receptor A2b|Adenosine receptor A3|Adenosine receptor A1|,P29274|P29275|P0DMS8|P30542|,ADORA2A|ADORA2B|ADORA3|ADORA1|
DB00641,Simvastatin,3-hydroxy-3-methylglutaryl-coenzyme A reductase|Integrin alpha-L|Histone deacetylase 2|,P04035|P20701|Q92769|,HMGCR|ITGAL|HDAC2|
DB00642,Pemetrexed,Thymidylate synthase|Bifunctional purine biosynthesis protein PURH|Dihydrofolate reductase|Trifunctional purine biosynthetic protein adenosine-3|,P04818|P31939|P00374|P22102|,TYMS|ATIC|DHFR|GART|
DB00643,Mebendazole,Tubulin alpha-1A chain|Tubulin beta-4B chain|,Q71U36|P68371|,TUBA1A|TUBB4B|
DB00644,Gonadorelin,Gonadotropin-releasing hormone receptor|Putative gonadotropin-releasing hormone II receptor|,P30968|Q96P88|,GNRHR|GNRHR2|
DB00645,Dyclonine,Sodium channel protein type 10 subunit alpha|,Q9Y5Y9|,SCN10A|
DB00646,Nystatin,,,
DB00647,Dextropropoxyphene,Mu-type opioid receptor|Delta-type opioid receptor|Kappa-type opioid receptor|Liver carboxylesterase 1|,P35372|P41143|P41145|P23141|,OPRM1|OPRD1|OPRK1|CES1|
DB00648,Mitotane,"Cytochrome P450 11B1, mitochondrial|Adrenodoxin, mitochondrial|Estrogen receptor alpha|Progesterone receptor|Androgen receptor|",P15538|P10109|P03372|P06401|P10275|,CYP11B1|FDX1|ESR1|PGR|AR|
DB00649,Stavudine,,,
DB00650,Leucovorin,,,
DB00651,Dyphylline,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B|cAMP-specific 3',5'-cyclic phosphodiesterase 4A|cAMP-specific 3',5'-cyclic phosphodiesterase 4C|cAMP-specific 3',5'-cyclic phosphodiesterase 4D|Adenosine receptor A1|Adenosine receptor A2a|",Q07343|P27815|Q08493|Q08499|P30542|P29274|,PDE4B|PDE4A|PDE4C|PDE4D|ADORA1|ADORA2A|
DB00652,Pentazocine,Mu-type opioid receptor|Kappa-type opioid receptor|Sigma non-opioid intracellular receptor 1|,P35372|P41145|Q99720|,OPRM1|OPRK1|SIGMAR1|
DB00653,Magnesium sulfate,Voltage-dependent L-type calcium channel|,Q13936|Q01668|O60840|Q13698|Q02641|Q08289|P54284|O00305|O00555|,CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CACNA1A|
DB00654,Latanoprost,Prostaglandin F2-alpha receptor|,P43088|,PTGFR|
DB00655,Estrone,Estrogen receptor alpha|Estrogen receptor beta|Androgen receptor|Cytochrome P450 19A1|Sex hormone-binding globulin|,P03372|Q92731|P10275|P11511|P04278|,ESR1|ESR2|AR|CYP19A1|SHBG|
DB00656,Trazodone,5-hydroxytryptamine receptor 2A|5-hydroxytryptamine receptor 2C|Sodium-dependent serotonin transporter|5-hydroxytryptamine receptor 1A|Histamine H1 receptor|Alpha-1A adrenergic receptor|Alpha-2A adrenergic receptor|,P28223|P28335|P31645|P08908|P35367|P35348|P08913|,HTR2A|HTR2C|SLC6A4|HTR1A|HRH1|ADRA1A|ADRA2A|
DB00657,Mecamylamine,Neuronal acetylcholine receptor subunit alpha-2|Neuronal acetylcholine receptor subunit alpha-7|Neuronal acetylcholine receptor subunit alpha-4|Neuronal acetylcholine receptor subunit beta-2|,Q15822|P36544|P43681|P17787|,CHRNA2|CHRNA7|CHRNA4|CHRNB2|
DB00658,Sevelamer,Phosphate|,,
DB00659,Acamprosate,GABA(A) Receptor|Glutamate (NMDA) receptor|Metabotropic glutamate receptor 5|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|P41594|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|GRM5|
DB00660,Metaxalone,,,
DB00661,Verapamil,Voltage-dependent L-type calcium channel subunit alpha-1C|Voltage-dependent N-type calcium channel subunit alpha-1B|Voltage-dependent P/Q-type calcium channel subunit alpha-1A|ATP-sensitive inward rectifier potassium channel 11|Voltage-dependent T-type calcium channel subunit alpha-1G|Voltage-dependent T-type calcium channel subunit alpha-1H|Potassium voltage-gated channel subfamily H member 2|Sodium-dependent serotonin transporter|Alpha-1A adrenergic receptor|Alpha-1B adrenergic receptor|Alpha-1D adrenergic receptor|,Q13936|Q00975|O00555|Q14654|O43497|O95180|Q12809|P31645|P35348|P35368|P25100|,CACNA1C|CACNA1B|CACNA1A|KCNJ11|CACNA1G|CACNA1H|KCNH2|SLC6A4|ADRA1A|ADRA1B|ADRA1D|
DB00662,Trimethobenzamide,,,
DB00663,Flumethasone,Glucocorticoid receptor|,P04150|,NR3C1|
DB00664,Sulfametopyrazine,,,
DB00665,Nilutamide,Androgen receptor|,P10275|,AR|
DB00666,Nafarelin,Gonadotropin-releasing hormone receptor|Putative gonadotropin-releasing hormone II receptor|,P30968|Q96P88|,GNRHR|GNRHR2|
DB00668,Epinephrine,Alpha-1A adrenergic receptor|Alpha-1B adrenergic receptor|Beta-1 adrenergic receptor|Beta-2 adrenergic receptor|Alpha-2A adrenergic receptor|Alpha-2B adrenergic receptor|Alpha-1D adrenergic receptor|Tumor necrosis factor|,P35348|P35368|P08588|P07550|P08913|P18089|P25100|P01375|,ADRA1A|ADRA1B|ADRB1|ADRB2|ADRA2A|ADRA2B|ADRA1D|TNF|
DB00669,Sumatriptan,5-hydroxytryptamine receptor 1D|5-hydroxytryptamine receptor 1B|5-hydroxytryptamine receptor 1F|5-hydroxytryptamine receptor 1A|,P28221|P28222|P30939|P08908|,HTR1D|HTR1B|HTR1F|HTR1A|
DB00670,Pirenzepine,Muscarinic acetylcholine receptor M1|,P11229|,CHRM1|
DB00671,Cefixime,,,
DB00672,Chlorpropamide,ATP-binding cassette sub-family C member 8|,Q09428|,ABCC8|
DB00673,Aprepitant,Neurokinin 1 receptor|,P25103|,TACR1|
DB00674,Galantamine,Acetylcholinesterase|Neuronal acetylcholine receptor subunit alpha-7|Muscle nicotinic acetylcholine receptor|Cholinesterase|,P22303|P36544|P06276|,ACHE|CHRNA7|BCHE|
DB00675,Tamoxifen,"Estrogen receptor alpha|Estrogen receptor beta|3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase|Protein kinase C|Androgen receptor|Potassium voltage-gated channel subfamily H member 2|Nuclear receptor subfamily 1 group I member 2|Estrogen-related receptor gamma|Sex hormone-binding globulin|Mitogen-activated protein kinase 8|",P03372|Q92731|Q15125|P17252|P05771|Q05655|Q02156|P05129|P41743|Q04759|Q05513|P10275|Q12809|O75469|P62508|P04278|P45983|,ESR1|ESR2|EBP|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKCZ|AR|KCNH2|NR1I2|ESRRG|SHBG|MAPK8|
DB00676,Benzyl benzoate,,,
DB00677,Isoflurophate,Acetylcholinesterase|Cholinesterase|Serotransferrin|,P22303|P06276|P02787|,ACHE|BCHE|TF|
DB00678,Losartan,Type-1 angiotensin II receptor|,P30556|,AGTR1|
DB00679,Thioridazine,Dopamine D2 receptor|Dopamine D1 receptor|Alpha-1A adrenergic receptor|Alpha-1B adrenergic receptor|5-hydroxytryptamine receptor 2A|Potassium voltage-gated channel subfamily H member 2|,P14416|P21728|P35348|P35368|P28223|Q12809|,DRD2|DRD1|ADRA1A|ADRA1B|HTR2A|KCNH2|
DB00680,Moricizine,Sodium channel protein type 5 subunit alpha|,Q14524|,SCN5A|
DB00681,Amphotericin B,,,
DB00682,Warfarin,Vitamin K epoxide reductase complex subunit 1|Nuclear receptor subfamily 1 group I member 2|,Q9BQB6|O75469|,VKORC1|NR1I2|
DB00683,Midazolam,GABA(A) Receptor|GABA(A) Receptor Benzodiazepine Binding Site|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRA1|GABRA2|GABRA3|GABRA5|GABRG1|GABRG2|GABRG3|
DB00684,Tobramycin,,,
DB00685,Trovafloxacin,DNA topoisomerase 2-alpha|,P11388|,TOP2A|
DB00686,Pentosan polysulfate,Fibroblast growth factor 2|Fibroblast growth factor 1|Fibroblast growth factor 4|,P09038|P05230|P08620|,FGF2|FGF1|FGF4|
DB00687,Fludrocortisone,Mineralocorticoid receptor|Glucocorticoid receptor|,P08235|P04150|,NR3C2|NR3C1|
DB00688,Mycophenolate mofetil,Inosine-5'-monophosphate dehydrogenase 1|Inosine-5'-monophosphate dehydrogenase 2|6-pyruvoyl tetrahydrobiopterin synthase|,P20839|P12268|Q03393|,IMPDH1|IMPDH2|PTS|
DB00689,Cephaloglycin,,,
DB00690,Flurazepam,GABA(A) Receptor|GABA(A) Receptor Benzodiazepine Binding Site|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRA1|GABRA2|GABRA3|GABRA5|GABRG1|GABRG2|GABRG3|
DB00691,Moexipril,Angiotensin-converting enzyme|,P12821|,ACE|
DB00692,Phentolamine,Alpha-2A adrenergic receptor|Alpha-1A adrenergic receptor|Alpha-1B adrenergic receptor|Alpha-1D adrenergic receptor|,P08913|P35348|P35368|P25100|,ADRA2A|ADRA1A|ADRA1B|ADRA1D|
DB00693,Fluorescein,Ig kappa chain V-II region RPMI 6410|DNA|,P06310|,|
DB00694,Daunorubicin,DNA|DNA topoisomerase 2-alpha|DNA topoisomerase 2-beta|,P11388|Q02880|,TOP2A|TOP2B|
DB00695,Furosemide,Solute carrier family 12 member 1|Carbonic anhydrase 2|G-protein coupled receptor 35|,Q13621|P00918|Q9HC97|,SLC12A1|CA2|GPR35|
DB00696,Ergotamine,5-hydroxytryptamine receptor 1D|5-hydroxytryptamine receptor 1B|5-hydroxytryptamine receptor 2A|Dopamine D2 receptor|Alpha-1A adrenergic receptor|Alpha-1B adrenergic receptor|Alpha-1D adrenergic receptor|Alpha-2A adrenergic receptor|D(1) dopamine receptor|5-hydroxytryptamine receptor 1A|5-hydroxytryptamine receptor 1F|5-hydroxytryptamine receptor 2C|5-hydroxytryptamine receptor 2B|Alpha-2C adrenergic receptor|,P28221|P28222|P28223|P14416|P35348|P35368|P25100|P08913|P21728|P21918|P08908|P30939|P28335|P41595|P18825|,HTR1D|HTR1B|HTR2A|DRD2|ADRA1A|ADRA1B|ADRA1D|ADRA2A|DRD1|DRD5|HTR1A|HTR1F|HTR2C|HTR2B|ADRA2C|
DB00697,Tizanidine,Alpha-2 adrenergic receptors|Nischarin|Alpha-1 adrenergic receptors|,P08913|P18089|P18825|Q9Y2I1|P35348|P35368|P25100|,ADRA2A|ADRA2B|ADRA2C|NISCH|ADRA1A|ADRA1B|ADRA1D|
DB00698,Nitrofurantoin,,,
DB00699,Nicergoline,Alpha-1A adrenergic receptor|,P35348|,ADRA1A|
DB00700,Eplerenone,Mineralocorticoid receptor|,P08235|,NR3C2|
DB00701,Amprenavir,,,
DB00702,Icodextrin,,,
DB00703,Methazolamide,Carbonic anhydrase 1|Carbonic anhydrase 4|Carbonic anhydrase 2|Carbonic anhydrase 7|Carbonic anhydrase 3|,P00915|P22748|P00918|P43166|P07451|,CA1|CA4|CA2|CA7|CA3|
DB00704,Naltrexone,"Delta-type opioid receptor|Mu-type opioid receptor|Kappa-type opioid receptor|HCG20471, isoform CRA_c|",P41143|P35372|P41145|,OPRD1|OPRM1|OPRK1|
DB00705,Delavirdine,,,
DB00706,Tamsulosin,Alpha-1A adrenergic receptor|Alpha-1D adrenergic receptor|Alpha-1B adrenergic receptor|,P35348|P25100|P35368|,ADRA1A|ADRA1D|ADRA1B|
DB00707,Porfimer sodium,Low-density lipoprotein receptor|High affinity immunoglobulin gamma Fc receptor I|,P01130|P12314|,LDLR|FCGR1A|
DB00708,Sufentanil,Mu-type opioid receptor|Delta-type opioid receptor|Kappa-type opioid receptor|,P35372|P41143|P41145|,OPRM1|OPRD1|OPRK1|
DB00709,Lamivudine,DNA|,,
DB00710,Ibandronate,Farnesyl pyrophosphate synthase|Hydroxylapatite|Geranylgeranyl pyrophosphate synthase|,P14324|O95749|,FDPS|GGPS1|
DB00711,Diethylcarbamazine,Arachidonate 5-lipoxygenase|Prostaglandin G/H synthase 1|,P09917|P23219|,ALOX5|PTGS1|
DB00712,Flurbiprofen,Prostaglandin G/H synthase 1|Prostaglandin G/H synthase 2|,P23219|P35354|,PTGS1|PTGS2|
DB00713,Oxacillin,Solute carrier family 15 member 1|Solute carrier family 15 member 2|,P46059|Q16348|,SLC15A1|SLC15A2|
DB00714,Apomorphine,Dopamine D4 receptor|Dopamine D2 receptor|Dopamine D3 receptor|Dopamine D5 receptor|Dopamine D1 receptor|Alpha-2C adrenergic receptor|Alpha-2B adrenergic receptor|5-hydroxytryptamine receptor 1A|5-hydroxytryptamine receptor 2A|5-hydroxytryptamine receptor 2B|5-hydroxytryptamine receptor 2C|Alpha-2A adrenergic receptor|5-hydroxytryptamine receptor 1D|5-hydroxytryptamine receptor 1B|,P21917|P14416|P35462|P21918|P21728|P18825|P18089|P08908|P28223|P41595|P28335|P08913|P28221|P28222|,DRD4|DRD2|DRD3|DRD5|DRD1|ADRA2C|ADRA2B|HTR1A|HTR2A|HTR2B|HTR2C|ADRA2A|HTR1D|HTR1B|
DB00715,Paroxetine,Sodium-dependent serotonin transporter|Sodium-dependent noradrenaline transporter|5-hydroxytryptamine receptor 2A|Alpha-1 adrenergic receptors|Alpha-2 adrenergic receptors|Beta adrenergic receptor|Dopamine D2 receptor|Histamine H1 receptor|Serotonin Receptors|Muscarinic acetylcholine receptor|5-hydroxytryptamine receptor 2B|D(1) dopamine receptor|,P31645|P23975|P28223|P35348|P35368|P25100|P08913|P18089|P18825|P08588|P07550|P13945|P14416|P35367|P08908|P28222|P28221|P28566|P30939|P28223|P41595|P28335|P46098|O95264|Q8WXA8|Q70Z44|A5X5Y0|Q13639|P50406|P34969|P11229|P08172|P20309|P08173|P08912|P41595|P21728|P21918|,SLC6A4|SLC6A2|HTR2A|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR3B|HTR3C|HTR3D|HTR3E|HTR4|HTR6|HTR7|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HTR2B|DRD1|DRD5|
DB00716,Nedocromil,Cysteinyl leukotriene receptor 1|Cysteinyl leukotriene receptor 2|fMet-Leu-Phe receptor|Prostaglandin D2 receptor|Heat shock protein HSP 90-alpha|,Q9Y271|Q9NS75|P21462|Q13258|P07900|,CYSLTR1|CYSLTR2|FPR1|PTGDR|HSP90AA1|
DB00717,Norethisterone,Progesterone receptor|Androgen receptor|Glucocorticoid receptor|,P06401|P10275|P04150|,PGR|AR|NR3C1|
DB00718,Adefovir dipivoxil,,,
DB00719,Azatadine,Histamine H1 receptor|,P35367|,HRH1|
DB00720,Clodronic acid,Hydroxylapatite|ADP/ATP translocase 1|ADP/ATP translocase 2|ADP/ATP translocase 3|,P12235|P05141|P12236|,SLC25A4|SLC25A5|SLC25A6|
DB00721,Procaine,"Sodium channel protein type 10 subunit alpha|Glutamate receptor ionotropic, NMDA 3A|5-hydroxytryptamine receptor 3A|Sodium-dependent dopamine transporter|Neuronal acetylcholine receptor subunit alpha-2|Calcium-activated potassium channel|Cytosolic phospholipase A2|60 kDa lysophospholipase|Monoamine oxidase|DNA (cytosine-5)-methyltransferase 1|DNA (cytosine-5)-methyltransferase 3A|",Q9Y5Y9|Q8TCU5|P46098|Q01959|Q15822|Q12791|Q16558|Q9Y691|Q9NPA1|Q86W47|O15554|Q92952|Q9H2S1|Q9UGI6|P47712|Q86U10|P21397|P27338|P26358|Q9Y6K1|,SCN10A|GRIN3A|HTR3A|SLC6A3|CHRNA2|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN4|KCNN1|KCNN2|KCNN3|PLA2G4A|ASPG|MAOA|MAOB|DNMT1|DNMT3A|
DB00722,Lisinopril,Angiotensin-converting enzyme|Renin|,P12821|P00797|,ACE|REN|
DB00723,Methoxamine,Alpha-1A adrenergic receptor|Alpha-1B adrenergic receptor|Alpha-1D adrenergic receptor|,P35348|P35368|P25100|,ADRA1A|ADRA1B|ADRA1D|
DB00724,Imiquimod,Toll-like receptor 7|Toll-like receptor 8|,Q9NYK1|Q9NR97|,TLR7|TLR8|
